materials Del_P Pipe_D angle Inlet_V Density Viscosity "Elbow angle"
385 33.217627 0.005 1.4661 0.02 998.0 0.0009737 84.0
386 31.261705 0.005 1.4661 0.019 998.0 0.0009737 84.0
387 29.334077 0.005 1.4661 0.018 998.0 0.0009737 84.0
388 27.435869 0.005 1.4661 0.017 998.0 0.0009737 84.0
389 25.568151 0.005 1.4661 0.016 998.0 0.0009737 84.0
390 34.114484 0.005 1.6755 0.02 998.0 0.0009737 96.0
391 32.10698 0.005 1.6755 0.019 998.0 0.0009737 96.0
392 30.127541 0.005 1.6755 0.018 998.0 0.0009737 96.0
393 28.177187 0.005 1.6755 0.017 998.0 0.0009737 96.0
394 26.256956 0.005 1.6755 0.016 998.0 0.0009737 96.0
395 34.860387 0.005 1.885 0.02 998.0 0.0009737 108.0
396 32.814352 0.005 1.885 0.019 998.0 0.0009737 108.0
397 30.79572 0.005 1.885 0.018 998.0 0.0009737 108.0
398 28.805587 0.005 1.885 0.017 998.0 0.0009737 108.0
399 26.845079 0.005 1.885 0.016 998.0 0.0009737 108.0
400 7.1486226 0.0113 1.0472 0.02 998.0 0.0009737 60.0
401 6.7072656 0.0113 1.0472 0.019 998.0 0.0009737 60.0
402 6.2731211 0.0113 1.0472 0.018 998.0 0.0009737 60.0
403 5.8463225 0.0113 1.0472 0.017 998.0 0.0009737 60.0
404 5.4272306 0.0113 1.0472 0.016 998.0 0.0009737 60.0
405 7.5060161 0.0113 1.2566 0.02 998.0 0.0009737 72.0
406 7.0375414 0.0113 1.2566 0.019 998.0 0.0009737 72.0
407 6.5768487 0.0113 1.2566 0.018 998.0 0.0009737 72.0
408 6.124382 0.0113 1.2566 0.017 998.0 0.0009737 72.0
409 5.6804031 0.0113 1.2566 0.016 998.0 0.0009737 72.0
410 7.75717 0.0113 1.4661 0.02 998.0 0.0009737 84.0
411 7.2726434 0.0113 1.4661 0.019 998.0 0.0009737 84.0
412 6.7960397 0.0113 1.4661 0.018 998.0 0.0009737 84.0
413 6.3278526 0.0113 1.4661 0.017 998.0 0.0009737 84.0
414 5.8684522 0.0113 1.4661 0.016 998.0 0.0009737 84.0
415 7.9249683 0.0113 1.6755 0.02 998.0 0.0009737 96.0
416 7.4342901 0.0113 1.6755 0.019 998.0 0.0009737 96.0
417 6.9511144 0.0113 1.6755 0.018 998.0 0.0009737 96.0
418 6.4758261 0.0113 1.6755 0.017 998.0 0.0009737 96.0
419 6.0087844 0.0113 1.6755 0.016 998.0 0.0009737 96.0
420 8.0505449 0.0113 1.885 0.02 998.0 0.0009737 108.0
421 7.5582631 0.0113 1.885 0.019 998.0 0.0009737 108.0
422 7.0728866 0.0113 1.885 0.018 998.0 0.0009737 108.0
423 6.5945731 0.0113 1.885 0.017 998.0 0.0009737 108.0
424 6.123614 0.0113 1.885 0.016 998.0 0.0009737 108.0
425 3.3032284 0.0177 1.0472 0.02 998.0 0.0009737 60.0
426 3.0940176 0.0177 1.0472 0.019 998.0 0.0009737 60.0
427 2.8884739 0.0177 1.0472 0.018 998.0 0.0009737 60.0
428 2.6865825 0.0177 1.0472 0.017 998.0 0.0009737 60.0
429 2.4884415 0.0177 1.0472 0.016 998.0 0.0009737 60.0
430 3.4890052 0.0177 1.2566 0.02 998.0 0.0009737 72.0
431 3.2654252 0.0177 1.2566 0.019 998.0 0.0009737 72.0
432 3.0461687 0.0177 1.2566 0.018 998.0 0.0009737 72.0
433 2.8312206 0.0177 1.2566 0.017 998.0 0.0009737 72.0
434 2.6204566 0.0177 1.2566 0.016 998.0 0.0009737 72.0
435 3.5995103 0.0177 1.4661 0.02 998.0 0.0009737 84.0
436 3.3699991 0.0177 1.4661 0.019 998.0 0.0009737 84.0
437 3.144608 0.0177 1.4661 0.018 998.0 0.0009737 84.0
438 2.923457 0.0177 1.4661 0.017 998.0 0.0009737 84.0
439 2.7064932 0.0177 1.4661 0.016 998.0 0.0009737 84.0
440 3.6551729 0.0177 1.6755 0.02 998.0 0.0009737 96.0
441 3.4252941 0.0177 1.6755 0.019 998.0 0.0009737 96.0
442 3.1991607 0.0177 1.6755 0.018 998.0 0.0009737 96.0
443 2.9768197 0.0177 1.6755 0.017 998.0 0.0009737 96.0
444 2.7581897 0.0177 1.6755 0.016 998.0 0.0009737 96.0
445 3.6870984 0.0177 1.885 0.02 998.0 0.0009737 108.0
446 3.458244 0.0177 1.885 0.019 998.0 0.0009737 108.0
447 3.2326843 0.0177 1.885 0.018 998.0 0.0009737 108.0
448 3.0105163 0.0177 1.885 0.017 998.0 0.0009737 108.0
449 2.7918819 0.0177 1.885 0.016 998.0 0.0009737 108.0
450 1.9646385 0.024 1.0472 0.02 998.0 0.0009737 60.0
451 1.8360679 0.024 1.0472 0.019 998.0 0.0009737 60.0
452 1.7106982 0.024 1.0472 0.018 998.0 0.0009737 60.0
453 1.5883572 0.024 1.0472 0.017 998.0 0.0009737 60.0
454 1.4687597 0.024 1.0472 0.016 998.0 0.0009737 60.0
455 2.085324 0.024 1.2566 0.02 998.0 0.0009737 72.0
456 1.947288 0.024 1.2566 0.019 998.0 0.0009737 72.0
457 1.8126609 0.024 1.2566 0.018 998.0 0.0009737 72.0
458 1.6811732 0.024 1.2566 0.017 998.0 0.0009737 72.0
459 1.5528128 0.024 1.2566 0.016 998.0 0.0009737 72.0
460 2.1448329 0.024 1.4661 0.02 998.0 0.0009737 84.0
461 2.0043221 0.024 1.4661 0.019 998.0 0.0009737 84.0
462 1.8667506 0.024 1.4661 0.018 998.0 0.0009737 84.0
463 1.7321899 0.024 1.4661 0.017 998.0 0.0009737 84.0
464 1.6007779 0.024 1.4661 0.016 998.0 0.0009737 84.0
465 2.1628219 0.024 1.6755 0.02 998.0 0.0009737 96.0
466 2.0239192 0.024 1.6755 0.019 998.0 0.0009737 96.0
467 1.8875721 0.024 1.6755 0.018 998.0 0.0009737 96.0
468 1.7537486 0.024 1.6755 0.017 998.0 0.0009737 96.0
469 1.6227132 0.024 1.6755 0.016 998.0 0.0009737 96.0
470 2.1707954 0.024 1.885 0.02 998.0 0.0009737 108.0
471 2.0330023 0.024 1.885 0.019 998.0 0.0009737 108.0
472 1.8977075 0.024 1.885 0.018 998.0 0.0009737 108.0
473 1.7649314 0.024 1.885 0.017 998.0 0.0009737 108.0
474 1.634732 0.024 1.885 0.016 998.0 0.0009737 108.0
475 1.3317036 0.0304 1.0472 0.02 998.0 0.0009737 60.0
476 1.2412628 0.0304 1.0472 0.019 998.0 0.0009737 60.0
477 1.1533752 0.0304 1.0472 0.018 998.0 0.0009737 60.0
478 1.0680082 0.0304 1.0472 0.017 998.0 0.0009737 60.0
479 0.98511104 0.0304 1.0472 0.016 998.0 0.0009737 60.0
480 1.4209994 0.0304 1.2566 0.02 998.0 0.0009737 72.0
481 1.3240191 0.0304 1.2566 0.019 998.0 0.0009737 72.0
482 1.2294146 0.0304 1.2566 0.018 998.0 0.0009737 72.0
483 1.1374448 0.0304 1.2566 0.017 998.0 0.0009737 72.0
484 1.0482074 0.0304 1.2566 0.016 998.0 0.0009737 72.0
485 1.4541058 0.0304 1.4661 0.02 998.0 0.0009737 84.0
486 1.3566212 0.0304 1.4661 0.019 998.0 0.0009737 84.0
487 1.2613599 0.0304 1.4661 0.018 998.0 0.0009737 84.0
488 1.1684227 0.0304 1.4661 0.017 998.0 0.0009737 84.0
489 1.0778808 0.0304 1.4661 0.016 998.0 0.0009737 84.0
490 1.4554913 0.0304 1.6755 0.02 998.0 0.0009737 96.0
491 1.360222 0.0304 1.6755 0.019 998.0 0.0009737 96.0
492 1.2669643 0.0304 1.6755 0.018 998.0 0.0009737 96.0
493 1.1757323 0.0304 1.6755 0.017 998.0 0.0009737 96.0
494 1.0865902 0.0304 1.6755 0.016 998.0 0.0009737 96.0
495 1.4552152 0.0304 1.885 0.02 998.0 0.0009737 108.0
496 1.3611931 0.0304 1.885 0.019 998.0 0.0009737 108.0
497 1.2689807 0.0304 1.885 0.018 998.0 0.0009737 108.0
498 1.178721 0.0304 1.885 0.017 998.0 0.0009737 108.0
499 1.0904176 0.0304 1.885 0.016 998.0 0.0009737 108.0
500 0.9828135 0.0367 1.0472 0.02 998.0 0.0009737 60.0
501 0.9142071 0.0367 1.0472 0.019 998.0 0.0009737 60.0
502 0.84749111 0.0367 1.0472 0.018 998.0 0.0009737 60.0
503 0.78267608 0.0367 1.0472 0.017 998.0 0.0009737 60.0
504 0.72002419 0.0367 1.0472 0.016 998.0 0.0009737 60.0
505 1.0486359 0.0367 1.2566 0.02 998.0 0.0009737 72.0
506 0.97561071 0.0367 1.2566 0.019 998.0 0.0009737 72.0
507 0.90444831 0.0367 1.2566 0.018 998.0 0.0009737 72.0
508 0.83522793 0.0367 1.2566 0.017 998.0 0.0009737 72.0
509 0.7681275 0.0367 1.2566 0.016 998.0 0.0009737 72.0
510 1.0673046 0.0367 1.4661 0.02 998.0 0.0009737 84.0
511 0.99419333 0.0367 1.4661 0.019 998.0 0.0009737 84.0
512 0.92289923 0.0367 1.4661 0.018 998.0 0.0009737 84.0
513 0.85341571 0.0367 1.4661 0.017 998.0 0.0009737 84.0
514 0.78577298 0.0367 1.4661 0.016 998.0 0.0009737 84.0
515 1.0607304 0.0367 1.6755 0.02 998.0 0.0009737 96.0
516 0.98943878 0.0367 1.6755 0.019 998.0 0.0009737 96.0
517 0.92013162 0.0367 1.6755 0.018 998.0 0.0009737 96.0
518 0.85256524 0.0367 1.6755 0.017 998.0 0.0009737 96.0
519 0.78669262 0.0367 1.6755 0.016 998.0 0.0009737 96.0
520 1.0558481 0.0367 1.885 0.02 998.0 0.0009737 108.0
521 0.98523326 0.0367 1.885 0.019 998.0 0.0009737 108.0
522 0.91660305 0.0367 1.885 0.018 998.0 0.0009737 108.0
523 0.84992115 0.0367 1.885 0.017 998.0 0.0009737 108.0
524 0.78514438 0.0367 1.885 0.016 998.0 0.0009737 108.0
525 0.76602303 0.043 1.0472 0.02 998.0 0.0009737 60.0
526 0.71149851 0.043 1.0472 0.019 998.0 0.0009737 60.0
527 0.65844331 0.043 1.0472 0.018 998.0 0.0009737 60.0
528 0.60709381 0.043 1.0472 0.017 998.0 0.0009737 60.0
529 0.55733389 0.043 1.0472 0.016 998.0 0.0009737 60.0
530 0.81543079 0.043 1.2566 0.02 998.0 0.0009737 72.0
531 0.75816647 0.043 1.2566 0.019 998.0 0.0009737 72.0
532 0.70224417 0.043 1.2566 0.018 998.0 0.0009737 72.0
533 0.64771976 0.043 1.2566 0.017 998.0 0.0009737 72.0
534 0.59478571 0.043 1.2566 0.016 998.0 0.0009737 72.0
535 0.82370866 0.043 1.4661 0.02 998.0 0.0009737 84.0
536 0.76722998 0.043 1.4661 0.019 998.0 0.0009737 84.0
537 0.71209543 0.043 1.4661 0.018 998.0 0.0009737 84.0
538 0.65837275 0.043 1.4661 0.017 998.0 0.0009737 84.0
539 0.60598194 0.043 1.4661 0.016 998.0 0.0009737 84.0
540 0.81803284 0.043 1.6755 0.02 998.0 0.0009737 96.0
541 0.76238071 0.043 1.6755 0.019 998.0 0.0009737 96.0
542 0.70823275 0.043 1.6755 0.018 998.0 0.0009737 96.0
543 0.6555307 0.043 1.6755 0.017 998.0 0.0009737 96.0
544 0.6042861 0.043 1.6755 0.016 998.0 0.0009737 96.0
545 0.81513104 0.043 1.885 0.02 998.0 0.0009737 108.0
546 0.75937563 0.043 1.885 0.019 998.0 0.0009737 108.0
547 0.70509503 0.043 1.885 0.018 998.0 0.0009737 108.0
548 0.65231495 0.043 1.885 0.017 998.0 0.0009737 108.0
549 0.60114104 0.043 1.885 0.016 998.0 0.0009737 108.0
550 0.61801299 0.0493 1.0472 0.02 998.0 0.0009737 60.0
551 0.57438032 0.0493 1.0472 0.019 998.0 0.0009737 60.0
552 0.53163723 0.0493 1.0472 0.018 998.0 0.0009737 60.0
553 0.48988267 0.0493 1.0472 0.017 998.0 0.0009737 60.0
554 0.44936042 0.0493 1.0472 0.016 998.0 0.0009737 60.0
555 0.65875311 0.0493 1.2566 0.02 998.0 0.0009737 72.0
556 0.61168056 0.0493 1.2566 0.019 998.0 0.0009737 72.0
557 0.56594361 0.0493 1.2566 0.018 998.0 0.0009737 72.0
558 0.52145651 0.0493 1.2566 0.017 998.0 0.0009737 72.0
559 0.47817293 0.0493 1.2566 0.016 998.0 0.0009737 72.0
560 0.66578451 0.0493 1.4661 0.02 998.0 0.0009737 84.0
561 0.61911804 0.0493 1.4661 0.019 998.0 0.0009737 84.0
562 0.57358638 0.0493 1.4661 0.018 998.0 0.0009737 84.0
563 0.52924626 0.0493 1.4661 0.017 998.0 0.0009737 84.0
564 0.48615427 0.0493 1.4661 0.016 998.0 0.0009737 84.0
565 0.65696368 0.0493 1.6755 0.02 998.0 0.0009737 96.0
566 0.6115235 0.0493 1.6755 0.019 998.0 0.0009737 96.0
567 0.56733324 0.0493 1.6755 0.018 998.0 0.0009737 96.0
568 0.52441876 0.0493 1.6755 0.017 998.0 0.0009737 96.0
569 0.48240802 0.0493 1.6755 0.016 998.0 0.0009737 96.0
570 0.65166283 0.0493 1.885 0.02 998.0 0.0009737 108.0
571 0.6069054 0.0493 1.885 0.019 998.0 0.0009737 108.0
572 0.56332467 0.0493 1.885 0.018 998.0 0.0009737 108.0
573 0.52099848 0.0493 1.885 0.017 998.0 0.0009737 108.0
574 0.47995089 0.0493 1.885 0.016 998.0 0.0009737 108.0
575 0.51325266 0.0557 1.0472 0.02 998.0 0.0009737 60.0
576 0.4766704 0.0557 1.0472 0.019 998.0 0.0009737 60.0
577 0.44079935 0.0557 1.0472 0.018 998.0 0.0009737 60.0
578 0.40573853 0.0557 1.0472 0.017 998.0 0.0009737 60.0
579 0.37170028 0.0557 1.0472 0.016 998.0 0.0009737 60.0
580 0.54303009 0.0557 1.2566 0.02 998.0 0.0009737 72.0
581 0.50489604 0.0557 1.2566 0.019 998.0 0.0009737 72.0
582 0.46761776 0.0557 1.2566 0.018 998.0 0.0009737 72.0
583 0.43112355 0.0557 1.2566 0.017 998.0 0.0009737 72.0
584 0.39544801 0.0557 1.2566 0.016 998.0 0.0009737 72.0
585 0.55125407 0.0557 1.4661 0.02 998.0 0.0009737 84.0
586 0.51211317 0.0557 1.4661 0.019 998.0 0.0009737 84.0
587 0.47390216 0.0557 1.4661 0.018 998.0 0.0009737 84.0
588 0.43697779 0.0557 1.4661 0.017 998.0 0.0009737 84.0
589 0.40109957 0.0557 1.4661 0.016 998.0 0.0009737 84.0
590 0.5425936 0.0557 1.6755 0.02 998.0 0.0009737 96.0
591 0.5044703 0.0557 1.6755 0.019 998.0 0.0009737 96.0
592 0.46746986 0.0557 1.6755 0.018 998.0 0.0009737 96.0
593 0.43152651 0.0557 1.6755 0.017 998.0 0.0009737 96.0
594 0.39668732 0.0557 1.6755 0.016 998.0 0.0009737 96.0
595 0.54202011 0.0557 1.885 0.02 998.0 0.0009737 108.0
596 0.50358945 0.0557 1.885 0.019 998.0 0.0009737 108.0
597 0.46619695 0.0557 1.885 0.018 998.0 0.0009737 108.0
598 0.42994403 0.0557 1.885 0.017 998.0 0.0009737 108.0
599 0.39487339 0.0557 1.885 0.016 998.0 0.0009737 108.0
600 0.4301787 0.062 1.0472 0.02 998.0 0.0009737 60.0
601 0.40023491 0.062 1.0472 0.019 998.0 0.0009737 60.0
602 0.37107796 0.062 1.0472 0.018 998.0 0.0009737 60.0
603 0.34232415 0.062 1.0472 0.017 998.0 0.0009737 60.0
604 0.31396269 0.062 1.0472 0.016 998.0 0.0009737 60.0
605 0.46185654 0.062 1.2566 0.02 998.0 0.0009737 72.0
606 0.42911848 0.062 1.2566 0.019 998.0 0.0009737 72.0
607 0.39693644 0.062 1.2566 0.018 998.0 0.0009737 72.0
608 0.36543795 0.062 1.2566 0.017 998.0 0.0009737 72.0
609 0.33469836 0.062 1.2566 0.016 998.0 0.0009737 72.0
610 0.46606523 0.062 1.4661 0.02 998.0 0.0009737 84.0
611 0.43285289 0.062 1.4661 0.019 998.0 0.0009737 84.0
612 0.40049662 0.062 1.4661 0.018 998.0 0.0009737 84.0
613 0.3689137 0.062 1.4661 0.017 998.0 0.0009737 84.0
614 0.33823068 0.062 1.4661 0.016 998.0 0.0009737 84.0
615 0.45873427 0.062 1.6755 0.02 998.0 0.0009737 96.0
616 0.42591878 0.062 1.6755 0.019 998.0 0.0009737 96.0
617 0.39417428 0.062 1.6755 0.018 998.0 0.0009737 96.0
618 0.36344318 0.062 1.6755 0.017 998.0 0.0009737 96.0
619 0.33371093 0.062 1.6755 0.016 998.0 0.0009737 96.0
620 0.45857752 0.062 1.885 0.02 998.0 0.0009737 108.0
621 0.42569493 0.062 1.885 0.019 998.0 0.0009737 108.0
622 0.39377032 0.062 1.885 0.018 998.0 0.0009737 108.0
623 0.36277307 0.062 1.885 0.017 998.0 0.0009737 108.0
624 0.3327489 0.062 1.885 0.016 998.0 0.0009737 108.0
625 0.37129292 0.0683 1.0472 0.02 998.0 0.0009737 60.0
626 0.34535597 0.0683 1.0472 0.019 998.0 0.0009737 60.0
627 0.32011324 0.0683 1.0472 0.018 998.0 0.0009737 60.0
628 0.29509114 0.0683 1.0472 0.017 998.0 0.0009737 60.0
629 0.2705246 0.0683 1.0472 0.016 998.0 0.0009737 60.0
630 0.39642145 0.0683 1.2566 0.02 998.0 0.0009737 72.0
631 0.36850102 0.0683 1.2566 0.019 998.0 0.0009737 72.0
632 0.34110407 0.0683 1.2566 0.018 998.0 0.0009737 72.0
633 0.31423817 0.0683 1.2566 0.017 998.0 0.0009737 72.0
634 0.28791527 0.0683 1.2566 0.016 998.0 0.0009737 72.0
635 0.39476817 0.0683 1.4661 0.02 998.0 0.0009737 84.0
636 0.36710537 0.0683 1.4661 0.019 998.0 0.0009737 84.0
637 0.33998112 0.0683 1.4661 0.018 998.0 0.0009737 84.0
638 0.31355547 0.0683 1.4661 0.017 998.0 0.0009737 84.0
639 0.28780941 0.0683 1.4661 0.016 998.0 0.0009737 84.0
640 0.3938561 0.0683 1.6755 0.02 998.0 0.0009737 96.0
641 0.36623122 0.0683 1.6755 0.019 998.0 0.0009737 96.0
642 0.33891905 0.0683 1.6755 0.018 998.0 0.0009737 96.0
643 0.31218589 0.0683 1.6755 0.017 998.0 0.0009737 96.0
644 0.28617352 0.0683 1.6755 0.016 998.0 0.0009737 96.0
645 0.39459757 0.0683 1.885 0.02 998.0 0.0009737 108.0
646 0.3664154 0.0683 1.885 0.019 998.0 0.0009737 108.0
647 0.33861757 0.0683 1.885 0.018 998.0 0.0009737 108.0
648 0.31168025 0.0683 1.885 0.017 998.0 0.0009737 108.0
649 0.28566258 0.0683 1.885 0.016 998.0 0.0009737 108.0
650 0.32315105 0.0746 1.0472 0.02 998.0 0.0009737 60.0
651 0.30011245 0.0746 1.0472 0.019 998.0 0.0009737 60.0
652 0.27786584 0.0746 1.0472 0.018 998.0 0.0009737 60.0
653 0.25637678 0.0746 1.0472 0.017 998.0 0.0009737 60.0
654 0.23535402 0.0746 1.0472 0.016 998.0 0.0009737 60.0
655 0.34391537 0.0746 1.2566 0.02 998.0 0.0009737 72.0
656 0.32011312 0.0746 1.2566 0.019 998.0 0.0009737 72.0
657 0.2966691 0.0746 1.2566 0.018 998.0 0.0009737 72.0
658 0.27341954 0.0746 1.2566 0.017 998.0 0.0009737 72.0
659 0.25070238 0.0746 1.2566 0.016 998.0 0.0009737 72.0
660 0.34923888 0.0746 1.4661 0.02 998.0 0.0009737 84.0
661 0.32412722 0.0746 1.4661 0.019 998.0 0.0009737 84.0
662 0.29970843 0.0746 1.4661 0.018 998.0 0.0009737 84.0
663 0.27598367 0.0746 1.4661 0.017 998.0 0.0009737 84.0
664 0.25289936 0.0746 1.4661 0.016 998.0 0.0009737 84.0
665 0.34546099 0.0746 1.6755 0.02 998.0 0.0009737 96.0
666 0.32014782 0.0746 1.6755 0.019 998.0 0.0009737 96.0
667 0.29552475 0.0746 1.6755 0.018 998.0 0.0009737 96.0
668 0.2717543 0.0746 1.6755 0.017 998.0 0.0009737 96.0
669 0.24885584 0.0746 1.6755 0.016 998.0 0.0009737 96.0
670 0.34370276 0.0746 1.885 0.02 998.0 0.0009737 108.0
671 0.31909227 0.0746 1.885 0.019 998.0 0.0009737 108.0
672 0.29516114 0.0746 1.885 0.018 998.0 0.0009737 108.0
673 0.27168657 0.0746 1.885 0.017 998.0 0.0009737 108.0
674 0.24873374 0.0746 1.885 0.016 998.0 0.0009737 108.0
675 0.28479004 0.081 1.0472 0.02 998.0 0.0009737 60.0
676 0.26433878 0.081 1.0472 0.019 998.0 0.0009737 60.0
677 0.24451224 0.081 1.0472 0.018 998.0 0.0009737 60.0
678 0.2252428 0.081 1.0472 0.017 998.0 0.0009737 60.0
679 0.20674928 0.081 1.0472 0.016 998.0 0.0009737 60.0
680 0.30236768 0.081 1.2566 0.02 998.0 0.0009737 72.0
681 0.28122505 0.081 1.2566 0.019 998.0 0.0009737 72.0
682 0.26045733 0.081 1.2566 0.018 998.0 0.0009737 72.0
683 0.24047372 0.081 1.2566 0.017 998.0 0.0009737 72.0
684 0.2205974 0.081 1.2566 0.016 998.0 0.0009737 72.0
685 0.30793203 0.081 1.4661 0.02 998.0 0.0009737 84.0
686 0.28576594 0.081 1.4661 0.019 998.0 0.0009737 84.0
687 0.26414641 0.081 1.4661 0.018 998.0 0.0009737 84.0
688 0.24312118 0.081 1.4661 0.017 998.0 0.0009737 84.0
689 0.22272743 0.081 1.4661 0.016 998.0 0.0009737 84.0
690 0.30543855 0.081 1.6755 0.02 998.0 0.0009737 96.0
691 0.28300987 0.081 1.6755 0.019 998.0 0.0009737 96.0
692 0.26112641 0.081 1.6755 0.018 998.0 0.0009737 96.0
693 0.23989996 0.081 1.6755 0.017 998.0 0.0009737 96.0
694 0.21940932 0.081 1.6755 0.016 998.0 0.0009737 96.0
695 0.3026941 0.081 1.885 0.02 998.0 0.0009737 108.0
696 0.28112832 0.081 1.885 0.019 998.0 0.0009737 108.0
697 0.25999801 0.081 1.885 0.018 998.0 0.0009737 108.0
698 0.23937809 0.081 1.885 0.017 998.0 0.0009737 108.0
699 0.21933972 0.081 1.885 0.016 998.0 0.0009737 108.0
700 0.24915361 0.0873 1.0472 0.02 998.0 0.0009737 60.0
701 0.23235646 0.0873 1.0472 0.019 998.0 0.0009737 60.0
702 0.21553272 0.0873 1.0472 0.018 998.0 0.0009737 60.0
703 0.19889972 0.0873 1.0472 0.017 998.0 0.0009737 60.0
704 0.18246182 0.0873 1.0472 0.016 998.0 0.0009737 60.0
705 0.26620076 0.0873 1.2566 0.02 998.0 0.0009737 72.0
706 0.2479054 0.0873 1.2566 0.019 998.0 0.0009737 72.0
707 0.22989801 0.0873 1.2566 0.018 998.0 0.0009737 72.0
708 0.21201966 0.0873 1.2566 0.017 998.0 0.0009737 72.0
709 0.19431192 0.0873 1.2566 0.016 998.0 0.0009737 72.0
710 0.2674057 0.0873 1.4661 0.02 998.0 0.0009737 84.0
711 0.24909625 0.0873 1.4661 0.019 998.0 0.0009737 84.0
712 0.23075104 0.0873 1.4661 0.018 998.0 0.0009737 84.0
713 0.21259009 0.0873 1.4661 0.017 998.0 0.0009737 84.0
714 0.1950632 0.0873 1.4661 0.016 998.0 0.0009737 84.0
715 0.26479156 0.0873 1.6755 0.02 998.0 0.0009737 96.0
716 0.24702324 0.0873 1.6755 0.019 998.0 0.0009737 96.0
717 0.22924492 0.0873 1.6755 0.018 998.0 0.0009737 96.0
718 0.21183183 0.0873 1.6755 0.017 998.0 0.0009737 96.0
719 0.19456039 0.0873 1.6755 0.016 998.0 0.0009737 96.0
720 0.26413716 0.0873 1.885 0.02 998.0 0.0009737 108.0
721 0.24520758 0.0873 1.885 0.019 998.0 0.0009737 108.0
722 0.22676988 0.0873 1.885 0.018 998.0 0.0009737 108.0
723 0.20869866 0.0873 1.885 0.017 998.0 0.0009737 108.0
724 0.19149795 0.0873 1.885 0.016 998.0 0.0009737 108.0
725 0.22205068 0.0937 1.0472 0.02 998.0 0.0009737 60.0
726 0.20714646 0.0937 1.0472 0.019 998.0 0.0009737 60.0
727 0.19246277 0.0937 1.0472 0.018 998.0 0.0009737 60.0
728 0.17785618 0.0937 1.0472 0.017 998.0 0.0009737 60.0
729 0.16335115 0.0937 1.0472 0.016 998.0 0.0009737 60.0
730 0.23987439 0.0937 1.2566 0.02 998.0 0.0009737 72.0
731 0.22328779 0.0937 1.2566 0.019 998.0 0.0009737 72.0
732 0.20688536 0.0937 1.2566 0.018 998.0 0.0009737 72.0
733 0.19077981 0.0937 1.2566 0.017 998.0 0.0009737 72.0
734 0.17506334 0.0937 1.2566 0.016 998.0 0.0009737 72.0
735 0.2385524 0.0937 1.4661 0.02 998.0 0.0009737 84.0
736 0.22248472 0.0937 1.4661 0.019 998.0 0.0009737 84.0
737 0.20642923 0.0937 1.4661 0.018 998.0 0.0009737 84.0
738 0.19047258 0.0937 1.4661 0.017 998.0 0.0009737 84.0
739 0.17462553 0.0937 1.4661 0.016 998.0 0.0009737 84.0
740 0.2355702 0.0937 1.6755 0.02 998.0 0.0009737 96.0
741 0.2201508 0.0937 1.6755 0.019 998.0 0.0009737 96.0
742 0.20461262 0.0937 1.6755 0.018 998.0 0.0009737 96.0
743 0.18912479 0.0937 1.6755 0.017 998.0 0.0009737 96.0
744 0.17393697 0.0937 1.6755 0.016 998.0 0.0009737 96.0
745 0.23683114 0.0937 1.885 0.02 998.0 0.0009737 108.0
746 0.22000488 0.0937 1.885 0.019 998.0 0.0009737 108.0
747 0.20333068 0.0937 1.885 0.018 998.0 0.0009737 108.0
748 0.18727691 0.0937 1.885 0.017 998.0 0.0009737 108.0
749 0.17144438 0.0937 1.885 0.016 998.0 0.0009737 108.0
750 35.598402 0.005 2.0944 0.02 998.0 0.0009737 120.0
751 33.516938 0.005 2.0944 0.019 998.0 0.0009737 120.0
752 31.46211 0.005 2.0944 0.018 998.0 0.0009737 120.0
753 29.43496 0.005 2.0944 0.017 998.0 0.0009737 120.0
754 27.436751 0.005 2.0944 0.016 998.0 0.0009737 120.0
755 36.269252 0.005 2.3038 0.02 998.0 0.0009737 132.0
756 34.154863 0.005 2.3038 0.019 998.0 0.0009737 132.0
757 32.0666 0.005 2.3038 0.018 998.0 0.0009737 132.0
758 30.005626 0.005 2.3038 0.017 998.0 0.0009737 132.0
759 27.972894 0.005 2.3038 0.016 998.0 0.0009737 132.0
760 36.965583 0.005 2.5133 0.02 998.0 0.0009737 144.0
761 34.815746 0.005 2.5133 0.019 998.0 0.0009737 144.0
762 32.691896 0.005 2.5133 0.018 998.0 0.0009737 144.0
763 30.595083 0.005 2.5133 0.017 998.0 0.0009737 144.0
764 28.526167 0.005 2.5133 0.016 998.0 0.0009737 144.0
765 37.694233 0.005 2.7227 0.02 998.0 0.0009737 156.0
766 35.506569 0.005 2.7227 0.019 998.0 0.0009737 156.0
767 33.344713 0.005 2.7227 0.018 998.0 0.0009737 156.0
768 31.209588 0.005 2.7227 0.017 998.0 0.0009737 156.0
769 29.102094 0.005 2.7227 0.016 998.0 0.0009737 156.0
770 38.412456 0.005 2.9322 0.02 998.0 0.0009737 168.0
771 36.182653 0.005 2.9322 0.019 998.0 0.0009737 168.0
772 33.979112 0.005 2.9322 0.018 998.0 0.0009737 168.0
773 31.802764 0.005 2.9322 0.017 998.0 0.0009737 168.0
774 29.654372 0.005 2.9322 0.016 998.0 0.0009737 168.0
775 8.1646939 0.0113 2.0944 0.02 998.0 0.0009737 120.0
776 7.6698817 0.0113 2.0944 0.019 998.0 0.0009737 120.0
777 7.181349 0.0113 2.0944 0.018 998.0 0.0009737 120.0
778 6.6994216 0.0113 2.0944 0.017 998.0 0.0009737 120.0
779 6.2243464 0.0113 2.0944 0.016 998.0 0.0009737 120.0
